"Regional","Elemento","Rodovia","KM","Largura (m)","Latitude","Longitude"
"DR 12","Acesso","SPA 569/294","5,594","4","-21,724638","-50,8589"
"DR 12","Acesso","SPA 488/425","5,674","4","-22,398236","-51,53674"
"DR 12","Acesso","SPA 041/613","5,685","12","-22,53549","-52,579088"
"DR 12","Acesso","SPA 041/613","5,715","6","-22,53571","-52,579356"
"DR 12","Acesso","SPA 127/563","5,717","8","-21,488955","-51,689368"
"DR 12","Acesso","SPA 488/425","5,721","8","-22,398627","-51,536465"
"DR 12","Acesso","SPA 569/294","5,723","4","-21,723466","-50,8587"
"DR 12","Acesso","SPA 056/272","5,745","4","-22,27368","-52,096489"
"DR 12","Acesso","SP 272","5,765","4","-22,273474","-51,567776"
"DR 12","Acesso","SP 501","5,775","4","-22,141422","-51,447796"
"DR 12","Acesso","SP 501","5,804","4","-22,141178","-51,448048"
"DR 12","Acesso","SP 457","5,84","8","-22,656839","-51,11997"
"DR 12","Acesso","SPA 501/425","5,872","4","-22,434736","-51,706308"
"DR 12","Acesso","SPA 041/613","5,877","8","-22,537047","-52,579855"
"DR 12","Acesso","SPA 126/563","5,918","4","-21,509974","-51,580866"
"DR 12","Acesso","SPA 041/613","5,924","6","-22,537368","-52,580165"
"DR 12","Acesso","SPA 074/613","5,926","6","-22,559644","-52,860495"
"DR 12","Acesso","SP 457","5,959","4","-22,655827","-51,119578"
"DR 12","Acesso","SPA 041/613","5,961","8","-22,537775","-52,580186"
"DR 12","Acesso","SP 563","5,965","4","-22,469904","-52,132553"
"DR 12","Acesso","SP 272","6,015","4","-22,273605","-51,570203"
"DR 12","Acesso","SP 483","6,088","4","-22,343723","-51,289619"
"DR 12","Acesso","SP 483","6,088","4","-22,343753","-51,289485"
"DR 12","Acesso","SPA 488/425","6,149","4","-22,401909","-51,534331"
"DR 12","Acesso","SPA 126/563","6,166","4","-21,510665","-51,578627"
"DR 12","Acesso","SP 457","6,209","4","-22,653747","-51,118553"
"DR 12","Acesso","SPA 041/613","6,336","4","-22,540776","-52,581803"
"DR 12","Acesso","SPA 141/563","6,378","4","-21,342847","-51,620967"
"DR 12","Acesso","SP 457","6,398","4","-22,652295","-51,117537"
"DR 12","Acesso","SPA 041/613","6,413","4","-22,541394","-52,582106"
"DR 12","Acesso","SPA 126/563","6,462","4","-21,510978","-51,575776"
"DR 12","Acesso","SP 483","6,477","4","-22,347193","-51,290327"
"DR 12","Acesso","SPA 126/563","6,499","4","-21,510874","-51,5754"
"DR 12","Acesso","SPA 041/613","6,581","8","-22,542773","-52,582775"
"DR 12","Acesso","SPA 488/425","6,59","8","-22,403689","-51,5305"
"DR 12","Acesso","SPA 488/425","6,599","8","-22,403582","-51,530356"
"DR 12","Acesso","SP 457","6,607","4","-22,650713","-51,116411"
"DR 12","Acesso","SPA 141/563","6,654","8","-21,3417","-51,623303"
"DR 12","Acesso","SP 483","6,667","12","-22,348799","-51,290894"
"DR 12","Acesso","SPA 488/425","6,709","12","-22,403786","-51,529321"
"DR 12","Acesso","SP 483","6,716","8","-22,349297","-51,290984"
"DR 12","Acesso","SPA 488/425","6,718","8","-22,403932","-51,529314"
"DR 12","Acesso","SPA 569/294","6,735","4","-21,71492","-50,855312"
"DR 12","Acesso","SPA 074/613","6,798","6","-22,567473","-52,859657"
"DR 12","Acesso","SPA 074/613","6,808","6","-22,567614","-52,859796"
"DR 12","Acesso","SPA 041/613","6,824","4","-22,544791","-52,583756"
"DR 12","Acesso","SPA 141/563","6,884","4","-21,341495","-51,625541"
"DR 12","Acesso","SP 563","6,917","8","-22,46228","-52,128561"
"DR 12","Acesso","SP 457","7,015","4","-22,647769","-51,114164"
"DR 12","Acesso","SPA 501/425","7,032","4","-22,433068","-51,717396"
"DR 12","Acesso","SPA 501/425","7,041","4","-22,433173","-51,717526"
"DR 12","Acesso","SP 272","7,041","4","-22,275661","-51,579722"
"DR 12","Acesso","SP 272","7,041","4","-22,275799","-51,579706"
"DR 12","Acesso","SPA 001/563","7,096","4","-22,512665","-52,084535"
"DR 12","Acesso","SPA 056/272","7,149","8","-22,282792","-52,102634"
"DR 12","Acesso","SPA 001/563","7,156","8","-22,513013","-52,083965"
"DR 12","Acesso","SP 613","7,175","8","-22,552052","-52,22703"
"DR 12","Acesso","SP 501","7,197","4","-22,129528","-51,453015"
"DR 12","Acesso","SP 563","7,244","8","-22,459641","-52,127005"
"DR 12","Acesso","SP 563","7,274","8","-22,459393","-52,127004"
"DR 12","Acesso","SP 483","7,305","8","-22,35441","-51,292204"
"DR 12","Acesso","SPA 041/613","7,307","4","-22,548749","-52,585654"
"DR 12","Acesso","SP 483","7,315","8","-22,35453","-51,292219"
"DR 12","Acesso","SP 483","7,325","4","-22,354618","-51,292096"
"DR 12","Acesso","SP 457","7,344","8","-22,645261","-51,112401"
"DR 12","Acesso","SP 483","7,365","8","-22,354986","-51,292164"
"DR 12","Acesso","SP 563","7,374","8","-22,458582","-52,126563"
"DR 12","Acesso","SPA 126/563","7,38","8","-21,508454","-51,567377"
"DR 12","Acesso","SPA 041/613","7,436","4","-22,549882","-52,585986"
"DR 12","Acesso","SP 613","7,45","4","-22,552095","-52,229665"
"DR 12","Acesso","SP 457","7,453","8","-22,64438","-51,111934"
"DR 12","Acesso","SPA 141/563","7,453","4","-21,3417","-51,630978"
"DR 12","Acesso","SPA 041/613","7,455","4","-22,550119","-52,58605"
"DR 12","Acesso","SP 613","7,469","8","-22,551981","-52,229813"
"DR 12","Acesso","SP 272","7,534","4","-22,278306","-51,58361"
"DR 12","Acesso","SPA 041/613","7,566","6","-22,550909","-52,586692"
"DR 12","Acesso","SPA 569/294","7,59","4","-21,711688","-50,848379"
"DR 12","Acesso","SP 501","7,615","12","-22,126031","-51,454514"
"DR 12","Acesso","SPA 141/563","7,681","4","-21,341978","-51,633189"
"DR 12","Acesso","SP 613","7,692","8","-22,551699","-52,231959"
"DR 12","Acesso","SPA 126/563","7,72","8","-21,50749","-51,564177"
"DR 12","Acesso","SP 483","7,813","4","-22,35906","-51,292489"
"DR 12","Acesso","SPA 501/425","7,864","12","-22,431904","-51,725387"
"DR 12","Acesso","SPA 501/425","7,864","6","-22,432027","-51,725441000000004"
"DR 12","Acesso","SPA 001/563","7,896","8","-22,515417","-52,077297"
"DR 12","Acesso","SP 483","7,963","4","-22,360371","-51,292686"
"DR 12","Acesso","SP 457","8,001","6","-22,640257","-51,109038"
"DR 12","Acesso","SP 457","8,011","8","-22,640122","-51,108946"
"DR 12","Acesso","SPA 141/563","8,037","4","-21,342275","-51,636566"
"DR 12","Acesso","SPA 569/294","8,037","4","-21,711368","-50,844009"
"DR 12","Acesso","SPA 141/563","8,173","4","-21,342399","-51,637949"
"DR 12","Acesso","SPA 126/563","8,222","8","-21,506152","-51,559608"
"DR 12","Acesso","SPA 001/563","8,326","4","-22,516711","-52,073326"
"DR 12","Acesso","SP 563","8,371","8","-22,450537","-52,122334"
"DR 12","Acesso","SPA 569/294","8,397","4","-21,709976","-50,841017"
"DR 12","Acesso","SPA 126/563","8,404","4","-21,505709","-51,55785"
"DR 12","Acesso","SP 457","8,42","8","-22,637112","-51,106821"
"DR 12","Acesso","SPA 141/563","8,43","4","-21,341765","-51,64032"
"DR 12","Acesso","SPA 141/563","8,439","4","-21,341739","-51,640366"
"DR 12","Acesso","SPA 501/425","8,502","8","-22,430853","-51,731546"
"DR 12","Acesso","SPA 126/563","8,555","8","-21,505593","-51,556459"
"DR 12","Acesso","SP 501","8,622","8","-22,117618","-51,458094"
"DR 12","Acesso","SPA 126/563","8,647","12","-21,505462","-51,555517"
"DR 12","Acesso","SPA 074/613","8,725","6","-22,584539","-52,861513"
"DR 12","Acesso","SP 457","8,739","8","-22,634662","-51,105098"
"DR 12","Acesso","SP 483","8,858","4","-22,36838","-51,292974"
"DR 12","Acesso","SPA 501/425","8,906","4","-22,432321","-51,735156"
"DR 12","Acesso","SP 457","8,998","8","-22,632794","-51,103594"
"DR 12","Acesso","SP 483","9,016","8","-22,369832","-51,29298"
"DR 12","Acesso","SP 483","9,026","4","-22,369885","-51,293156"
"DR 12","Acesso","SPA 001/563","9,1","6","-22,518841","-52,06622"
"DR 12","Acesso","SPA 569/294","9,127","4","-21,704939","-50,83653"
"DR 12","Acesso","SP 457","9,158","6","-22,631549","-51,102894"
"DR 12","Acesso","SP 483","9,193","8","-22,371368","-51,293498"
"DR 12","Acesso","SPA 126/563","9,213","8","-21,504666","-51,550128"
"DR 12","Acesso","SPA 126/563","9,24","4","-21,504522","-51,5499"
"DR 12","Acesso","SP 457","9,297","6","-22,630561","-51,102002"
"DR 12","Acesso","SPA 126/563","9,373","4","-21,504326","-51,548652"
"DR 12","Acesso","SPA 001/563","9,528","4","-22,519552","-52,062097"
"DR 12","Acesso","SPA 001/563","9,747","4","-22,520028","-52,06005"
"DR 12","Acesso","SP 272","9,783","6","-22,279632","-51,605162"
"DR 12","Acesso","SPA 126/563","9,794","8","-21,503823","-51,544621"
"DR 12","Acesso","SPA 001/563","9,886","4","-22,520125","-52,058705"
"DR 12","Acesso","SPA 126/563","9,956","4","-21,502797","-51,543501"
"DR 12","Acesso","SP 272","9,967","7","-22,27951","-51,60693"
"DR 12","Acesso","SP 272","10,015","7","-22,2794","-51,607406"
"DR 12","Acesso","SP 487","10,116","4","-22,206445","-51,256764"
"DR 12","Acesso","SPA 126/563","10,313","16","-21,50008","-51,541835"
"DR 12","Acesso","SP 483","10,419","4","-22,380535","-51,299585"
"DR 12","Acesso","SP 457","10,426","8","-22,622034","-51,095982"
"DR 12","Acesso","SP 483","10,428","4","-22,380692","-51,299546"
"DR 12","Acesso","SP 457","10,436","4","-22,621886","-51,096032"
"DR 12","Acesso","SP 272","10,438","5","-22,278308","-51,611341"
"DR 12","Acesso","SP 272","10,438","5","-22,278434","-51,611344"
"DR 12","Acesso","SPA 141/563","10,443","4","-21,325605","-51,647218"
"DR 12","Acesso","SP 501","10,477","4","-22,102822","-51,461496"
"DR 12","Acesso","SP 487","10,661","4","-22,201531","-51,256531"
"DR 12","Acesso","SP 483","10,664","4","-22,382011","-51,301458"
"DR 12","Acesso","SP 457","10,695","4","-22,619985","-51,094699"
"DR 12","Acesso","SPA 141/563","10,794","4","-21,322811","-51,648635"
"DR 12","Acesso","SP 483","10,813","4","-22,3827","-51,302639"
"DR 12","Acesso","SP 487","10,875","4","-22,199612","-51,25646"
"DR 12","Acesso","SPA 001/563","10,912","4","-22,519373","-52,04893"
"DR 12","Acesso","SPA 141/563","11,049","4","-21,320761","-51,649822"
"DR 12","Acesso","SP 272","11,161","7","-22,278461","-51,61835"
"DR 12","Acesso","SP 483","11,161","4","-22,384032","-51,305716"
"DR 12","Acesso","SP 457","11,245","12","-22,615859","-51,091623"
"DR 12","Acesso","SP 501","11,249","5","-22,096529","-51,4585"
"DR 12","Acesso","SPA 501/425","11,344","8","-22,449238","-51,7491"
"DR 12","Acesso","SPA 141/563","11,349","8","-21,318241","-51,650945"
"DR 12","Acesso","SPA 001/563","11,399","8","-22,518008","-52,044477"
"DR 12","Acesso","SP 487","11,427","12","-22,194667","-51,256336"
"DR 12","Acesso","SPA 001/563","11,429","4","-22,518062","-52,044161"
"DR 12","Acesso","SP 563","11,515","8","-22,425045","-52,108911"
"DR 12","Acesso","SP 563","11,545","8","-22,424852","-52,108666"
"DR 12","Acesso","SP 501","11,558","7","-22,094023","-51,457112"
"DR 12","Acesso","SP 457","11,635","8","-22,612853","-51,089643"
"DR 12","Acesso","SP 501","11,667","6","-22,093191","-51,456698"
"DR 12","Acesso","SP 563","11,675","4","-22,423821","-52,108255"
"DR 12","Acesso","SPA 141/563","11,726","4","-21,315185","-51,652487"
"DR 12","Acesso","SPA 141/563","11,735","4","-21,315224","-51,652627"
"DR 12","Acesso","SP 457","11,905","4","-22,610871","-51,088254"
"DR 12","Acesso","SPA 001/563","11,938","4","-22,517999","-52,039329"
"DR 12","Acesso","SPA 141/563","11,979","4","-21,313098","-51,653541"
"DR 12","Acesso","SPA 141/563","11,999","4","-21,313069","-51,653705"
"DR 12","Acesso","SPA 001/563","12,084","4","-22,518819","-52,038173"
"DR 12","Acesso","SP 487","12,1","4","-22,188544","-51,256151"
"DR 12","Acesso","SPA 001/563","12,166","4","-22,519362","-52,037654"
"DR 12","Acesso","SP 457","12,215","4","-22,60859","-51,086473"
"DR 12","Acesso","SPA 001/563","12,223","4","-22,519761","-52,037379"
"DR 12","Acesso","SPA 501/425","12,277","4","-22,455676","-51,75493"
"DR 12","Acesso","SPA 001/563","12,281","4","-22,520313","-52,037122"
"DR 12","Acesso","SP 501","12,295","4","-22,087978","-51,454225"
"DR 12","Acesso","SP 487","12,365","4","-22,186153","-51,256213"
"DR 12","Acesso","SPA 141/563","12,367","4","-21,309975","-51,655129"
"DR 12","Acesso","SPA 001/563","12,407","4","-22,521169","-52,036328"
"DR 12","Acesso","SPA 001/563","12,426","4","-22,521337","-52,036347"
"DR 12","Acesso","SP 272","12,45","4","-22,280453","-51,630564"
"DR 12","Acesso","SP 483","12,48","4","-22,389482","-51,316981"
"DR 12","Acesso","SPA 001/563","12,533","4","-22,522012","-52,035494"
"DR 12","Acesso","SP 457","12,565","8","-22,6059","-51,084749"
"DR 12","Acesso","SPA 001/563","12,599","6","-22,522443","-52,035117"
"DR 12","Acesso","SP 563","12,614","8","-22,416196","-52,104224"
"DR 12","Acesso","SP 272","12,639","4","-22,280953","-51,632395"
"DR 12","Acesso","SP 563","12,644","8","-22,41604","-52,104022"
"DR 12","Acesso","SP 483","12,696","4","-22,390848","-51,31842"
"DR 12","Acesso","SPA 141/563","12,752","4","-21,306865","-51,656686"
"DR 12","Acesso","SPA 001/563","12,76","4","-22,52295","-52,033604"
"DR 12","Acesso","SPA 141/563","12,762","4","-21,306825","-51,656849"
"DR 12","Acesso","SP 487","12,765","4","-22,182579","-51,255996"
"DR 12","Acesso","SP 457","12,845","8","-22,603792","-51,083243"
"DR 12","Acesso","SP 457","12,855","4","-22,603778","-51,083086"
"DR 12","Acesso","SP 487","13,004","4","-22,180441","-51,255895"
"DR 12","Acesso","SPA 001/563","13,21","4","-22,523845","-52,029291"
"DR 12","Acesso","SPA 141/563","13,211","16","-21,303103","-51,658579"
"DR 12","Acesso","SP 487","13,236","8","-22,178618","-51,256803"
"DR 12","Acesso","SP 487","13,285","8","-22,178218","-51,257067"
"DR 12","Acesso","SPA 141/563","13,43","8","-21,30137","-51,659619"
"DR 12","Acesso","SP 457","13,435","8","-22,599418","-51,079998"
"DR 12","Acesso","SP 483","13,511","4","-22,397095","-51,322457"
"DR 12","Acesso","SPA 141/563","13,643","4","-21,299613","-51,660351"
"DR 12","Acesso","SPA 141/563","13,693","4","-21,299164","-51,66058"
"DR 12","Acesso","SPA 141/563","13,752","4","-21,298722","-51,660802"
"DR 12","Acesso","SPA 141/563","13,761","6","-21,298668","-51,660988"
"DR 12","Acesso","SP 501","13,843","4","-22,075385","-51,447781"
"DR 12","Acesso","SP 501","13,902","4","-22,07486","-51,44766"
"DR 12","Acesso","SP 272","13,907","4","-22,281005","-51,644659"
"DR 12","Acesso","SP 272","13,907","4","-22,281129","-51,644621"
"DR 12","Acesso","SP 501","13,922","5","-22,074678","-51,447577"
"DR 12","Acesso","SP 457","13,925","8","-22,595604","-51,077472"
"DR 12","Acesso","SP 483","13,983","4","-22,401216","-51,323351"
"DR 12","Acesso","SP 483","13,993","4","-22,401268","-51,323482"
"DR 12","Acesso","SP 457","14,045","4","-22,594785","-51,076725"
"DR 12","Acesso","SP 501","14,132","4","-22,073045","-51,446763"
"DR 12","Acesso","SP 501","14,241","5","-22,072172","-51,44618"
"DR 12","Acesso","SPA 141/563","14,324","4","-21,294058","-51,663162"
"DR 12","Acesso","SPA 141/563","14,342","4","-21,293994","-51,663338"
"DR 12","Acesso","SPA 141/563","14,398","4","-21,293564","-51,663602"
"DR 12","Acesso","SPA 001/563","14,401","4","-22,52587","-52,017933"
"DR 12","Acesso","SPA 141/563","14,463","4","-21,292911","-51,663723"
"DR 12","Acesso","SPA 141/563","14,482","4","-21,292852","-51,663917"
"DR 12","Acesso","SPA 141/563","14,539","4","-21,29234","-51,664017"
"DR 12","Acesso","SPA 001/563","14,544","4","-22,526188","-52,016587"
"DR 12","Acesso","SPA 141/563","14,623","4","-21,291593","-51,664395"
"DR 12","Acesso","SPA 141/563","14,641","4","-21,291501","-51,664598"
"DR 12","Acesso","SP 501","14,648","4","-22,068911","-51,444494"
"DR 12","Acesso","SP 501","14,658","5","-22,068797","-51,444417"
"DR 12","Acesso","SP 457","14,705","4","-22,589747","-51,073322"
"DR 12","Acesso","SP 457","14,725","4","-22,589711","-51,073136"
"DR 12","Acesso","SPA 141/563","14,753","4","-21,290643","-51,665038"
"DR 12","Acesso","SPA 141/563","14,781","4","-21,290357","-51,665031"
"DR 12","Acesso","SPA 431/425","14,892","4","-22,02224","-51,240667"
"DR 12","Acesso","SP 563","14,917","4","-22,397666","-52,094192"
"DR 12","Acesso","SPA 141/563","14,923","4","-21,289199","-51,66559"
"DR 12","Acesso","SPA 141/563","14,942","4","-21,289091","-51,66582"
"DR 12","Acesso","SP 483","15,012","8","-22,410358","-51,32524"
"DR 12","Acesso","SPA 431/425","15,095","5","-22,020479","-51,240043"
"DR 12","Acesso","SPA 431/425","15,114","8","-22,020371","-51,239838"
"DR 12","Acesso","SP 563","15,146","4","-22,395842","-52,093121"
"DR 12","Acesso","SPA 141/563","15,225","4","-21,286773","-51,666976"
"DR 12","Acesso","SPA 431/425","15,257","4","-22,01933","-51,239139"
"DR 12","Acesso","SP 501","15,342","4","-22,063885","-51,440594"
"DR 12","Acesso","SPA 141/563","15,352","4","-21,285744","-51,667488"
"DR 12","Acesso","SP 457","15,415","8","-22,58451","-51,069474"
"DR 12","Acesso","SPA 001/563","15,466","4","-22,531739","-52,011265"
"DR 12","Acesso","SPA 001/563","15,512","4","-22,532144","-52,011156"
"DR 12","Acesso","SPA 001/563","15,537","4","-22,532395","-52,011176"
"DR 12","Acesso","SPA 001/563","15,566","4","-22,532587","-52,011319"
"DR 12","Acesso","SPA 001/563","15,566","4","-22,532635","-52,01119"
"DR 12","Acesso","SP 563","15,575","8","-22,392279","-52,091607"
"DR 12","Acesso","SPA 001/563","15,586","4","-22,532817","-52,01121"
"DR 12","Acesso","SPA 141/563","15,654","4","-21,283225","-51,668494"
"DR 12","Acesso","SP 563","15,655","12","-22,391632","-52,091268"
"DR 12","Acesso","SP 613","15,701","4","-22,523887","-52,303864"
"DR 12","Acesso","SP 272","15,752","8","-22,280866","-51,662568"
"DR 12","Acesso","SP 272","15,762","4","-22,280993","-51,662692"
"DR 12","Acesso","SP 563","15,805","8","-22,390434","-52,090507"
"DR 12","Acesso","SP 457","16,025","8","-22,579813","-51,066305"
"DR 12","Acesso","SP 457","16,065","8","-22,57952","-51,066097"
"DR 12","Acesso","SPA 141/563","16,174","4","-21,278598","-51,668171"
"DR 12","Acesso","SP 272","16,231","8","-22,280956","-51,66727"
"DR 12","Acesso","SPA 141/563","16,355","4","-21,277015","-51,667803"
"DR 12","Acesso","SPA 141/563","16,365","4","-21,276935","-51,667935"
"DR 12","Acesso","SPA 141/563","16,552","4","-21,275267","-51,667385"
"DR 12","Acesso","SP 272","16,571","4","-22,280935","-51,67059"
"DR 12","Acesso","SP 457","16,725","4","-22,574621","-51,062475"
"DR 12","Acesso","SP 457","16,745","4","-22,57442","-51,062475"
"DR 12","Acesso","SPA 141/563","16,781","4","-21,273265","-51,666925"
"DR 12","Acesso","SP 501","16,799","7","-22,053869","-51,431475"
"DR 12","Acesso","SP 501","16,819","10","-22,053788","-51,431225"
"DR 12","Acesso","SPA 141/563","16,884","8","-21,272343","-51,666669"
"DR 12","Acesso","SP 272","16,991","4","-22,280895","-51,674641"
"DR 12","Acesso","SP 483","16,996","4","-22,427848","-51,328711"
"DR 12","Acesso","SP 501","17,196","5","-22,051543","-51,428648"
"DR 12","Acesso","SP 613","17,22","8","-22,519638","-52,317849"
"DR 12","Acesso","SP 501","17,266","7","-22,051046","-51,42818"
"DR 12","Acesso","SP 563","17,361","4","-22,377865","-52,084019"
"DR 12","Acesso","SP 563","17,371","4","-22,377772","-52,083969"
"DR 12","Acesso","SP 457","17,745","4","-22,566972","-51,057071"
"DR 12","Acesso","SP 501","17,804","5","-22,04868","-51,423687"
"DR 12","Acesso","SP 272","18","4","-22,280822","-51,684487"
"DR 12","Acesso","SP 272","18,11","4","-22,280701","-51,685468"
"DR 12","Acesso","SP 457","18,245","8","-22,563146","-51,054443"
"DR 12","Acesso","SP 457","18,245","8","-22,563078","-51,054522"
"DR 12","Acesso","SP 272","18,569","4","-22,280661","-51,689936"
"DR 12","Acesso","SP 563","18,597","4","-22,367772","-52,078919"
"DR 12","Acesso","SP 457","18,684","4","-22,559423","-51,052779"
"DR 12","Acesso","SP 457","18,864","4","-22,557949","-51,052105"
"DR 12","Acesso","SP 501","18,923","6","-22,042362","-51,415289"
"DR 12","Acesso","SP 563","18,995","4","-22,364312","-52,077768"
"DR 12","Acesso","SP 501","19,081","4","-22,041292","-51,414413"
"DR 12","Acesso","SP 483","19,082","4","-22,446327","-51,332366"
"DR 12","Acesso","SP 483","19,092","8","-22,446392","-51,332513"
"DR 12","Acesso","SP 457","19,184","8","-22,555337","-51,050771"
"DR 12","Acesso","SP 563","19,514","8","-22,359898","-52,076273"
"DR 12","Acesso","SP 272","19,519","8","-22,280711","-51,699189"
"DR 12","Acesso","SP 501","19,536","5","-22,037719","-51,412081"
"DR 12","Acesso","SP 483","19,747","8","-22,452215","-51,333542"
"DR 12","Acesso","SP 483","19,757","4","-22,452237","-51,333688"
"DR 12","Acesso","SP 457","19,873","8","-22,549645","-51,048226"
"DR 12","Acesso","SP 272","19,928","4","-22,280561","-51,703219"
"DR 12","Acesso","SP 483","19,935","4","-22,453849","-51,334017"
"DR 12","Acesso","SP 483","19,935","4","-22,4539","-51,333874"
"DR 12","Acesso","SP 457","20,133","8","-22,547536","-51,047102"
"DR 12","Acesso","SP 483","20,233","4","-22,456493","-51,334536"
"DR 12","Acesso","SP 483","20,273","4","-22,456896","-51,334472"
"DR 12","Acesso","SP 457","20,283","4","-22,546255","-51,046647"
"DR 12","Acesso","SP 272","20,468","4","-22,280524","-51,708402"
"DR 12","Acesso","SP 501","20,53","5","-22,030023","-51,407205"
"DR 12","Acesso","SP 457","20,613","8","-22,543568","-51,045264"
"DR 12","Acesso","SP 272","20,768","4","-22,280497","-51,711299"
"DR 12","Acesso","SP 272","20,768","8","-22,28062","-51,711299"
"DR 12","Acesso","SP 457","20,893","4","-22,541289","-51,044207"
"DR 12","Acesso","SP 501","21,018","5","-22,0263","-51,40474"
"DR 12","Acesso","SP 501","21,137","4","-22,025455","-51,404054"
"DR 12","Acesso","SP 501","21,147","4","-22,025297","-51,404089"
"DR 12","Acesso","SP 483","21,248","4","-22,465511","-51,336228"
"DR 12","Acesso","SP 457","21,382","4","-22,537159","-51,042386"
