"Regional","Elemento","Rodovia","KM","Tipo","Extensão (m)","Dimensão (m)","Latitude montante","Longitude montante","Latitude jusante","Longitude jusante"
"DR 14","Bueiro","SPD 028/425","0,143","Bueiro Simples Tubular de Concreto","17,7","0,6","-20.2027","-48.0331","-20.2027","-48.0329"
"DR 14","Bueiro","SP 413","0,144","Bueiro Simples Tubular de Concreto","16","0,6","-20.23919312","-48.12343703","-20.23932481","-48.12324489"
"DR 14","Bueiro","SPD 479/322","0,144","Bueiro Simples Tubular de Concreto","37","0,6","-20.4686","-49.0684","-20.4689","-49.0681"
"DR 14","Bueiro","SPD 453/326","0,150","Bueiro Simples Tubular de Concreto","31,4","0,6","-20.30408618","-48.66539561","-20.30415849","-48.66571229"
"DR 14","Bueiro","SPD 453/326","0,151","Bueiro Simples Tubular de Concreto","27,8","0,6","-20.30417253","-48.66571499","-20.30399821","-48.6659612"
"DR 14","Bueiro","SPA 411/322","0,152","Bueiro Simples Tubular de Concreto","50,2","0,8","-20.89383061","-48.63348821","-20.89417659","-48.63381776"
"DR 14","Bueiro","SPD 466/326","0,153","Bueiro Simples Tubular de Concreto","28,4","0,4","-20.18507602","-48.68903347","-20.18535704","-48.68902208"
"DR 14","Bueiro","SPD 498/322","0,155","Bueiro Simples Tubular de Concreto","17","0,6","-20.3357","-49.1912","-20.3357","-49.191"
"DR 14","Bueiro","SPD 398/322","0,160","Bueiro Simples Tubular de Concreto","16,9","0,6","-20.92743221","-48.5144841","-20.92731733","-48.51463804"
"DR 14","Bueiro","SPD 398/322","0,161","Bueiro Simples Tubular de Concreto","9,7","0,6","-20.92754541","-48.51455422","-20.92761318","-48.51465818"
"DR 14","Bueiro","SPD 436/326","0,171","Bueiro Simples Tubular de Concreto","44,4","0,6","-20.45011407","-48.62195992","-20.45037427","-48.62157786"
"DR 14","Bueiro","SPD 466/326","0,181","Bueiro Simples Tubular de Concreto","14,4","0,4","-20.1849421","-48.68904838","-20.1851033","-48.68904184"
"DR 14","Bueiro","SPD 468/326","0,187","Bueiro Simples Tubular de Concreto","74,5","1","-20.170252","-48.690786","-20.1696023","-48.69059949"
"DR 14","Bueiro","SPD 155/425","0,196","Bueiro Simples Tubular de Concreto","21","1","-20.73693754","-49.08175366","-20.73696564","-49.08197746"
"DR 14","Bueiro","SPD 453/326","0,199","Bueiro Simples Tubular de Concreto","36","0,8","-20.30328332","-48.66616175","-20.30363473","-48.66616225"
"DR 14","Bueiro","SPD 479/322","0,203","Bueiro Simples Tubular de Concreto","59,2","0,6","-20.4686","-49.0683","-20.4682","-49.0688"
"DR 14","Bueiro","SPD 118/425","0,207","Bueiro Simples Tubular de Concreto","26,6","0,6","-20.61603172","-48.76020871","-20.61626085","-48.76010998"
"DR 14","Bueiro","SPD 118/425","0,208","Bueiro Simples Tubular de Concreto","28,3","0,6","-20.61605465","-48.76017933","-20.61580209","-48.7602267"
"DR 14","Bueiro","SPD 429/326","0,209","Bueiro Simples Tubular de Concreto","56","0,6","-20.50930334","-48.60392234","-20.50977426","-48.6037349"
"DR 14","Bueiro","SPD 429/326","0,210","Bueiro Simples Tubular de Concreto","81,5","1,2","-20.50995765","-48.60449038","-20.50976216","-48.60371256"
"DR 14","Bueiro","SPD 466/326","0,214","Bueiro Simples Tubular de Concreto","9,5","0,4","-20.18471112","-48.68894831","-20.18474283","-48.68906932"
"DR 14","Bueiro","SPD 466/326","0,215","Bueiro Simples Tubular de Concreto","34,4","0,4","-20.1844773","-48.68911619","-20.18477998","-48.68904955"
"DR 14","Bueiro","SPD 155/425","0,217","Bueiro Simples Tubular de Concreto","27,8","0,8","-20.73699695","-49.08198731","-20.73709232","-49.08223315"
"DR 14","Bueiro","SPD 458/322","0,220","Bueiro Simples Tubular de Concreto","18,2","0,8","-20.6089","-48.9415","-20.6089","-48.9412"
"DR 14","Bueiro","SPD 458/322","0,221","Bueiro Simples Tubular de Concreto","17,4","0,6","-20.6083","-48.942","-20.6084","-48.9418"
"DR 14","Bueiro","SPD 552/322","0,224","Bueiro Simples Tubular de Concreto","31,3","0,8","-20.0467","-49.5111","-20.0467","-49.5108"
"DR 14","Bueiro","SPD 118/425","0,224","Bueiro Simples Tubular de Concreto","37,8","0,6","-20.61624744","-48.76012714","-20.616473","-48.76042648"
"DR 14","Bueiro","SPD 485/322","0,231","Não Localizado","0",,"-20.4263","-49.1071","-20.4262","-49.1073"
"DR 14","Bueiro","SPD 453/326","0,235","Bueiro Simples Tubular de Concreto","14","0,8","-20.30328066","-48.66614905","-20.30312802","-48.66626739"
"DR 14","Bueiro","SPD 028/425","0,237","Bueiro Simples Tubular de Concreto","15","0,6","-20.203","-48.0337","-20.2031","-48.0338"
"DR 14","Bueiro","SPD 479/322","0,240","Bueiro Simples Tubular de Concreto","36,7","0,6","-20.4682","-49.0687","-20.4678","-49.0689"
"DR 14","Bueiro","SPD 155/425","0,244","Bueiro Simples Tubular de Concreto","36,3","0,8","-20.73711916","-49.08222324","-20.73741053","-49.08216721"
"DR 14","Bueiro","SPD 155/425","0,245","Bueiro Simples Tubular de Concreto","14,3","1","-20.73740528","-49.08219299","-20.73756271","-49.08211888"
"DR 14","Bueiro","SPD 498/322","0,250","Bueiro Simples Tubular de Concreto","25","0,8","-20.3352","-49.1917","-20.3354","-49.1918"
"DR 14","Bueiro","SPD 498/322","0,251","Bueiro Simples Tubular de Concreto","0",,"-20.3354","-49.1918","-20.3355","-49.1919"
"DR 14","Bueiro","SPD 028/425","0,252","Bueiro Simples Tubular de Concreto","33","0,6","-20.2031","-48.0339","-20.2032","-48.034"
"DR 14","Bueiro","SPD 118/425","0,257","Bueiro Simples Celular de Concreto","19,1","3","-20.61625587","-48.76107221","-20.61598875","-48.76095399"
"DR 14","Bueiro","SPD 468/326","0,261","Bueiro Simples Tubular de Concreto","28,1","1","-20.1696072","-48.6905902","-20.16960771","-48.69085092"
"DR 14","Bueiro","SPD 468/326","0,262","Bueiro Simples Tubular de Concreto","78,9","1","-20.16956307","-48.69061256","-20.16889636","-48.69050934"
"DR 14","Bueiro","SPD 429/326","0,262","Bueiro Simples Tubular de Concreto","28","0,6","-20.50923619","-48.60467547","-20.50899231","-48.60491934"
"DR 14","Bueiro","SPD 028/425","0,265","Bueiro Simples Tubular de Concreto","22","0,6","-20.2028","-48.0338","-20.2029","-48.034"
"DR 14","Bueiro","SPD 552/322","0,274","Ovóide","23,9",,"-20.0462","-49.5114","-20.0467","-49.5113"
"DR 14","Bueiro","SPD 473/322","0,281","Bueiro Simples Tubular de Concreto","27,1","0,6","-20.5056","-49.0353","-20.5059","-49.0352"
"DR 14","Bueiro","SPD 028/425","0,287","Bueiro Simples Tubular de Concreto","25","0,6","-20.2029","-48.034","-20.2028","-48.0343"
"DR 14","Bueiro","SPD 429/326","0,290","Bueiro Simples Tubular de Concreto","31,4","0,6","-20.50903402","-48.60492342","-20.50911352","-48.60521275"
"DR 14","Bueiro","SPD 473/322","0,290","Bueiro Simples Tubular de Concreto","29,3","0,6","-20.5047","-49.0344","-20.5046","-49.0345"
"DR 14","Bueiro","SPD 485/322","0,295","Bueiro Simples Tubular de Concreto","16,75","0,6","-20.4256","-49.1077","-20.4257","-49.1078"
"DR 14","Bueiro","SPD 014/353","0,300","Bueiro Simples Tubular de Concreto","13",,"-20.7962","-48.3595","-20.7961","-48.3595"
"DR 14","Bueiro","SPD 552/322","0,302","Bueiro Simples Tubular de Concreto","23,9","1","-20.0467","-49.5115","-20.0463","-49.5116"
"DR 14","Bueiro","SPD 118/425","0,307","Bueiro Simples Celular de Concreto","62,6","3","-20.61632185","-48.76118804","-20.61690985","-48.7610967"
"DR 14","Bueiro","SPD 429/326","0,320","Bueiro Simples Tubular de Concreto","30","0,6","-20.50898127","-48.60491101","-20.50877684","-48.60487083"
"DR 14","Bueiro","SPD 118/425","0,324","Bueiro Simples Tubular de Concreto","46,7","0,6","-20.61667916","-48.76118646","-20.61690436","-48.76151257"
"DR 14","Bueiro","SPD 453/326","0,331","Bueiro Simples Tubular de Concreto","13","0,8","-20.30236591","-48.66595088","-20.30247551","-48.66597003"
"DR 14","Bueiro","SPD 523/322","0,331","Bueiro Simples Tubular de Concreto","15,25","0,6","-20.1579","-49.3254","-20.1577","-49.3253"
"DR 14","Bueiro","SPD 413/322","0,333","Bueiro Simples Tubular de Concreto","20","0,8","-20.88923111","-48.64486178","-20.88944061","-48.64472849"
"DR 14","Bueiro","SPD 485/322","0,335","Bueiro Simples Tubular de Concreto","40,1","0,6","-20.4254","-49.108","-20.4256","-49.1077"
"DR 14","Bueiro","SPD 092/425","0,335","Bueiro Simples Tubular de Concreto","41,6","0,8","-20.50678417","-48.55107913","-20.5071567","-48.55118878"
"DR 14","Bueiro","SPD 431/326","0,339","Bueiro Simples Tubular de Concreto","31,8","0,6","-20.48897419","-48.61006727","-20.48864603","-48.61015366"
"DR 14","Bueiro","SPD 468/326","0,339","Bueiro Simples Tubular de Concreto","57,5","1","-20.16887675","-48.69049966","-20.16831714","-48.69043106"
"DR 14","Bueiro","SPD 453/326","0,344","Bueiro Simples Tubular de Concreto","18,8","0,8","-20.30236657","-48.66594726","-20.3021593","-48.666589951"
"DR 14","Bueiro","SPD 453/326","0,345","Bueiro Simples Tubular de Concreto","14,9","0,6","-20.30175256","-48.66622475","-20.3016489","-48.6661261"
"DR 14","Bueiro","SPD 429/326","0,350","Bueiro Simples Tubular de Concreto","11,2","1,2","-20.50837467","-48.60413404","-20.50842865","-48.60422794"
"DR 14","Bueiro","SPD 429/326","0,351","Bueiro Simples Tubular de Concreto","80","1,2","-20.50839624","-48.60422028","-20.50861441","-48.60494626"
"DR 14","Bueiro","SPD 485/322","0,362","Bueiro Simples Tubular de Concreto","22","0,6","-20.4254","-49.108","-20.4252","-49.1082"
"DR 14","Bueiro","SPD 485/322","0,363","Bueiro Simples Tubular de Concreto","32,1","0,6","-20.425","-49.1078","-20.4254","-49.108"
"DR 14","Bueiro","SPD 117/425","0,367","Bueiro Simples Tubular de Concreto","19,3","0,8","-20.60942096","-48.74906675","-20.60924784","-48.7490335"
"DR 14","Bueiro","SPD 117/425","0,368","Bueiro Simples Tubular de Concreto","103","0,8","-20.6092413","-48.74902125","-20.60955033","-48.74991431"
"DR 14","Bueiro","SPD 092/425","0,376","Bueiro Simples Tubular de Concreto","16,3","0,8","-20.50712636","-48.55117787","-20.5072779","-48.5511668"
"DR 14","Bueiro","SPD 092/425","0,377","Bueiro Simples Tubular de Concreto","35","0,8","-20.50712569","-48.55151683","-20.50718151","-48.55122288"
"DR 14","Bueiro","SPD 468/326","0,377","Bueiro Simples Tubular de Concreto","58,6","1","-20.16839871","-48.69040971","-20.16786391","-48.69029995"
"DR 14","Bueiro","SPD 092/425","0,378","Bueiro Simples Tubular de Concreto","10,5","0,6","-20.50824946","-48.55018901","-20.50829675","-48.55025925"
"DR 14","Bueiro","SPD 014/353","0,380","Bueiro Simples Tubular de Concreto","13,6","1","-20.7962","-48.3589","-20.7961","-48.3589"
"DR 14","Bueiro","SPD 485/322","0,380","Bueiro Simples Tubular de Concreto","18","0,6","-20.4252","-49.1082","-20.425","-49.1083"
"DR 14","Bueiro","SPD 100/425","0,384","Bueiro Simples Tubular de Concreto","28,7","0,6","-20.54021355","-48.61348595","-20.54008951","-48.61325522"
"DR 14","Bueiro","SPD 100/425","0,385","Bueiro Simples Tubular de Concreto","25,4","0,6","-20.5394","-48.6145","-20.5395","-48.6142"
"DR 14","Bueiro","SPA 419/322","0,385","Bueiro Simples Tubular de Concreto","10,2","0,6","-20.87528553","-48.71573035","-20.87536568","-48.7156149"
"DR 14","Bueiro","SPD 442/322","0,387","Bueiro Simples Celular de Concreto","73,6","1,5","-20.7267","-48.8647","-20.7261","-48.8644"
"DR 14","Bueiro","SPD 092/425","0,393","Bueiro Simples Tubular de Concreto","14,7","0,8","-20.50725258","-48.55112916","-20.50743339","-48.55118376"
"DR 14","Bueiro","SPD 497/322","0,394","Bueiro Simples Tubular de Concreto","9,2","0,6","-20.34","-49.1857","-20.34","-49.1856"
"DR 14","Bueiro","SPD 098/425","0,400","Bueiro Simples Tubular de Concreto","26,1","0,8","-20.53000095","-48.5978472","-20.5297503","-48.59784138"
"DR 14","Bueiro","SPD 092/425","0,407","Bueiro Simples Tubular de Concreto","141,3","0,6","-20.5074046","-48.5512412","-20.508316","-48.55025876"
"DR 14","Bueiro","SPD 092/425","0,408","Bueiro Simples Tubular de Concreto","41,4","0,6","-20.50829686","-48.55029725","-20.50859537","-48.54999899"
"DR 14","Bueiro","SPD 413/322","0,410","Bueiro Simples Tubular de Concreto","18,2","0,8","-20.88908276","-48.64568226","-20.8890933","-48.64548009"
"DR 14","Bueiro","SPD 523/322","0,411","Bueiro Simples Tubular de Concreto","20,5","0,6","-20.1571","-49.3253","-20.1569","-49.3252"
"DR 14","Bueiro","SPD 523/322","0,417","Bueiro Simples Tubular de Concreto","15,35","0,6","-20.1571","-49.3257","-20.1572","-49.3255"
"DR 14","Bueiro","SPD 144/345","0,420","Bueiro Simples Tubular de Concreto","17,8","0,6","-20.44554159","-48.41460068","-20.44567378","-48.41382595"
"DR 14","Bueiro","SPD 497/322","0,425","Bueiro Simples Tubular de Concreto","18,8","0,8","-20.3403","-49.1861","-20.3401","-49.186"
"DR 14","Bueiro","SPD 061/425","0,426","Bueiro Simples Tubular de Concreto","24","0,8","-20.33799886","-48.30565756","-20.33803056","-48.30539818"
"DR 14","Bueiro","SPD 458/326","0,427","Bueiro Simples Tubular de Concreto","15,8","0,6","-20.2479865","-48.67710308","-20.24819918","-48.67709277"
"DR 14","Bueiro","SPD 498/322","0,430","Bueiro Simples Tubular de Concreto","18,7","0,8","-20.3344","-49.1932","-20.3337","-49.195"
"DR 14","Bueiro","SPD 497/322","0,432","Bueiro Simples Tubular de Concreto","15","0,8","-20.3399","-49.1861","-20.3398","-49.1859"
"DR 14","Bueiro","SPD 540/322","0,435","Bueiro Simples Tubular de Concreto","7","0,6","-20.0228","-49.402","-20.0228","-49.402"
"DR 14","Bueiro","SPD 442/322","0,435","Bueiro Simples Tubular de Concreto","20,3","0,8","-20.7262","-48.865","-20.7259","-48.865"
"DR 14","Bueiro","SPD 540/322","0,436","Bueiro Simples Tubular de Concreto","55","0,6","-20.0228","-49.4019","-20.0224","-49.4023"
"DR 14","Bueiro","SPD 415/322","0,442","Bueiro Simples Tubular de Concreto","18,8","0,6","-20.88428623","-48.66431006","-20.88422728","-48.66453768"
"DR 14","Bueiro","SPD 415/322","0,443","Bueiro Simples Tubular de Concreto","14,4","0,6","-20.88363328","-48.66573976","-20.88360044","-48.66560161"
"DR 14","Bueiro","SPD 140/425","0,450","Bueiro Simples Tubular de Concreto","77,6","1","-20.70152392","-48.94068059","-20.70174051","-48.94138332"
"DR 14","Bueiro","SPD 117/425","0,470","Bueiro Simples Tubular de Concreto","25,1","0,6","-20.609565","-48.75000053","-20.60976854","-48.74988598"
"DR 14","Bueiro","SPD 117/425","0,471","Bueiro Simples Tubular de Concreto","15,4","0,6","-20.60959312","-48.74997205","-20.60943557","-48.75003416"
"DR 14","Bueiro","SPD 117/425","0,472","Bueiro Simples Tubular de Concreto","50","0,8","-20.60943557","-48.75003416","-20.60894729","-48.75018288"
"DR 14","Bueiro","SPD 117/425","0,473","Bueiro Simples Tubular de Concreto","22,8","0,6","-20.61029758","-48.74955912","-20.6100758","-48.74974442"
"DR 14","Bueiro","SPD 136/425","0,475","Bueiro Simples Tubular de Concreto","20,5","0,8","-20.6861","-48.3034","-20.6862","-48.9035"
"DR 14","Bueiro","SPD 540/322","0,483","Bueiro Simples Tubular de Concreto","15,8","0,6","-20.0222","-49.402","-20.0223","-49.4021"
"DR 14","Bueiro","SPD 136/425","0,485","Bueiro Simples Tubular de Concreto","15,6","0,8","-20.6859","-48.9034","-20.6858","-48.9032"
"DR 14","Bueiro","SPD 540/322","0,490","Bueiro Simples Tubular de Concreto","3,1","0,6","-20.0225","-49.4023","-20.0225","-49.4023"
"DR 14","Bueiro","SPD 061/425","0,500","Bueiro Simples Tubular de Concreto","24,3","1","-20.33821604","-48.30617825","-20.33842321","-48.30598291"
"DR 14","Bueiro","SPD 061/425","0,501","Bueiro Simples Tubular de Concreto","26,8","1","-20.33842321","-48.30598291","-20.33866714","-48.30583442"
"DR 14","Bueiro","SPD 060/425","0,515","Bueiro Simples Tubular de Concreto","10,2","0,6","-20.33366323","-48.29854318","-20.33367896","-48.29840476"
"DR 14","Bueiro","SPD 159/373","0,520","Bueiro Simples Tubular de Concreto","20,7","0,6","-20.66718865","-48.55184939","-20.66712532","-48.55164424"
"DR 14","Bueiro","SPD 159/373","0,521","Bueiro Simples Tubular de Concreto","20,1","0,6","-20.66737779","-48.55174277","-20.66730258","-48.551551"
"DR 14","Bueiro","SPD 140/373","0,521","Bueiro Simples Tubular de Concreto","9,2","0,4","-20.67943565","-48.41788913","-20.67936295","-48.41787496"
"DR 14","Bueiro","SPD 060/425","0,521","Bueiro Simples Tubular de Concreto","18,3","0,8","-20.33395862","-48.29821036","-20.33394206","-48.29839554"
"DR 14","Bueiro","SPD 540/322","0,521","Bueiro Simples Tubular de Concreto","15,8","0,6","-20.022","-49.4021","-20.0221","-49.4023"
"DR 14","Bueiro","SPD 136/425","0,523","Bueiro Simples Tubular de Concreto","14,4","0,8","-20.6854","-48.9039","-20.6855","-48.9039"
"DR 14","Bueiro","SPD 140/425","0,527","Bueiro Simples Tubular de Concreto","60","1","-20.70171906","-48.94137576","-20.70188139","-48.94198928"
"DR 14","Bueiro","SPD 140/373","0,530","Bueiro Simples Tubular de Concreto","20","0,4","-20.67914346","-48.41782849","-20.67936494","-48.41789587"
"DR 14","Bueiro","SPD 458/326","0,537","Bueiro Simples Tubular de Concreto","24,4","0,8","-20.24699033","-48.67733995","-20.24726642","-48.67741497"
"DR 14","Bueiro","SPD 159/373","0,540","Bueiro Simples Tubular de Concreto","55,6","0,4","-20.66740996","-48.55235627","-20.66718493","-48.55188396"
"DR 14","Bueiro","SPD 159/373","0,541","Bueiro Simples Tubular de Concreto","54,6","0,4","-20.6673747","-48.55177453","-20.66755094","-48.55223723"
"DR 14","Bueiro","SPD 140/425","0,544","Bueiro Simples Tubular de Concreto","6,2","0,8","-20.70158028","-48.94176356","-20.701525541","-48.94165149"
"DR 14","Bueiro","SPD 540/322","0,545","Bueiro Simples Tubular de Concreto","55","0,6","-20.0224","-49.4023","-20.0222","-49.4028"
"DR 14","Bueiro","SPD 540/322","0,546","Bueiro Simples Tubular de Concreto","5,4","0,6","-20.0222","-49.4027","-20.0222","-49.4028"
"DR 14","Bueiro","SPD 140/373","0,550","Bueiro Simples Tubular de Concreto","12,3","0,6","-20.67903674","-48.41793283","-20.67915152","-48.41782079"
"DR 14","Bueiro","SPD 419/322","0,553","Bueiro Simples Tubular de Concreto","20,2","0,6","-20.87224741","-48.71155804","-20.87232239","-48.711279"
"DR 14","Bueiro","SPD 136/425","0,556","Bueiro Simples Tubular de Concreto","14,2","0,6","-20.6854","-48.9043","-20.5855","-48.9042"
"DR 14","Bueiro","SPA 426/322","0,557","Bueiro Simples Tubular de Concreto","6,6","0,8","-20.83545423","-48.77740251","-20.83541756","-48.7773025"
"DR 14","Bueiro","SPD 540/322","0,559","Bueiro Simples Tubular de Concreto","19,9","0,6","-20.0222","49.4027","-20.0222","-49.403"
"DR 14","Bueiro","SPD 540/322","0,560","Bueiro Simples Tubular de Concreto","14,4","0,6","-20.0222","-49.4027","-20.0222","-49.403"
"DR 14","Bueiro","SPD 058/425","0,565","Bueiro Simples Tubular de Concreto","20","0,8","-20.32391299","-48.28169517","-20.32367574","-48.28169786"
"DR 14","Bueiro","SPD 080/425","0,568","Bueiro Simples Tubular de Concreto","21,3","0,6","-20.4458573","-48.44866955","-20.44567444","-48.44853211"
"DR 14","Bueiro","SPD 140/373","0,570","Bueiro Simples Tubular de Concreto","13,1","0,4","-20.6790851","-48.41829835","-20.67921865","-48.41838764"
"DR 14","Bueiro","SPD 473/322","0,570","Bueiro Simples Tubular de Concreto","13,2","0,8","-20.5033","-49.0366","-20.5034","-49.0367"
"DR 14","Bueiro","SPD 473/322","0,571","Bueiro Simples Tubular de Concreto","12,7","0,8","-20.5034","-49.0367","-20.5034","-49.0369"
"DR 14","Bueiro","SPD 458/322","0,572","Bueiro Simples Tubular de Concreto","15,3","0,6","-20.6065","-48.9435","-20.6066","-48.9437"
"DR 14","Bueiro","SPD 539/322","0,581","Bueiro Simples Tubular de Concreto","15,9","0,6","-20.0289","-49.397","-20.0288","-49.3971"
"DR 14","Bueiro","SPD 431/322","0,584","Bueiro Simples Tubular de Concreto","17,8","0,8","-20.81163487","-48.797429","-20.81147136","-48.79734901"
"DR 14","Bueiro","SPD 415/322","0,586","Bueiro Simples Tubular de Concreto","32,6","0,6","-20.88411396","-48.66598228","-20.88417728","-48.66562687"
"DR 14","Bueiro","SPD 140/425","0,587","Bueiro Simples Tubular de Concreto","16,8","1","-20.70187369","-48.94191513","-20.70206747","-48.94194971"
"DR 14","Bueiro","SPA 458/322","0,592","Bueiro Simples Tubular de Concreto","20","0,6","-20.60804691","-48.94903097","-20.60786042","-48.94905661"
"DR 14","Bueiro","SPD 436/326","0,595","Bueiro Simples Tubular de Concreto","12,5","0,6","-20.44902322","-48.62179807","-20.44890587","-48.62180723"
"DR 14","Bueiro","SPD 431/326","0,596","Bueiro Simples Tubular de Concreto","19","0,8","-20.48681597","-48.61096337","-20.48673725","-48.61073563"
"DR 14","Bueiro","SPD 415/322","0,605","Bueiro Simples Tubular de Concreto","22,7","0,8","-20.8835751","-48.66570035","-20.88383562","-48.66584856"
"DR 14","Bueiro","SPD 436/326","0,607","Bueiro Simples Tubular de Concreto","9,5","0,6","-20.44890399","-48.62180333","-20.44883331","-48.62182567"
"DR 14","Bueiro","SPD 058/425","0,610","Bueiro Simples Tubular de Concreto","19","0,8","-20.32417994","-48.28212932","-20.32402861","-48.28190314"
"DR 14","Bueiro","SPD 060/425","0,612","Bueiro Simples Tubular de Concreto","21,5","0,6","-20.33451482","-48.29927883","-20.33435637","-48.29904513"
"DR 14","Bueiro","SPD 436/326","0,616","Bueiro Simples Tubular de Concreto","7,2","0,8","-20.44887177","-48.62184018","-20.44877159","-48.62191442"
"DR 14","Bueiro","SPD 442/322","0,620","Bueiro Simples Tubular de Concreto","23,5","1,5","-20.7247","-48.8662","-20.7245","-48.866"
"DR 14","Bueiro","SPA 028/425","0,620","Bueiro Simples Tubular de Concreto","5,2","0,4","-20.1964","-48.0355","-20.1964","-48.0355"
"DR 14","Bueiro","SPD 442/322","0,621","Bueiro Simples Tubular de Concreto","2,3","1,5","-20.7246","-48.8661","-20.7246","-48.8662"
"DR 14","Bueiro","SPD 442/322","0,622","Bueiro Simples Tubular de Concreto","22,3","1","-20.7248","-48.8664","-20.7246","-48.8662"
"DR 14","Bueiro","SPD 061/425","0,625","Bueiro Simples Tubular Metálico","36",,"-20.33920293","-48.30695307","-20.33894114","-48.3070961"
"DR 14","Bueiro","SPA 028/425","0,625","Bueiro Simples Tubular de Concreto","13,8",,"-20.1963","-48.0355","-20.1962","-48.0356"
"DR 14","Bueiro","SPD 431/322","0,634","Bueiro Simples Tubular de Concreto","18,7","0,6","-20.8108899","-48.79765275","-20.811053","-48.79756755"
"DR 14","Bueiro","SPD 498/322","0,638","Bueiro Simples Tubular de Concreto","17","0,8","-20.3337","-49.195","-20.3336","-49.1952"
"DR 14","Bueiro","SPA 028/425","0,639","Bueiro Simples Tubular de Concreto","8,7",,"-20.1962","-48.0356","-20.1962","-48.0356"
"DR 14","Bueiro","SPA 028/425","0,640","Bueiro Simples Tubular de Concreto","4,4",,"-20.1962","-48.0357","-20.1962","-48.0357"
"DR 14","Bueiro","SPD 539/322","0,655","Bueiro Simples Tubular de Concreto","13","0,6","-20.0284","-49.3975","-20.0284","-49.3974"
"DR 14","Bueiro","SPD 431/326","0,656","Bueiro Simples Tubular de Concreto","18,1","0,8","-20.486268","-48.61112906","-20.48620153","-48.61094468"
"DR 14","Bueiro","SPD 442/322","0,657","Bueiro Simples Tubular de Concreto","17","0,6","-20.7243","-48.8665","-20.7244","-48.8663"
"DR 14","Bueiro","SPD 427/322","0,660","Bueiro Simples Tubular de Concreto","21","0,8","-20.83523067","-48.76978802","-20.83522652","-48.76953878"
"DR 14","Bueiro","SPD 497/322","0,665","Bueiro Simples Tubular de Concreto","17,3","0,8","-20.3384","-49.1875","-20.3382","-49.1877"
"DR 14","Bueiro","SPD 146/425","0,676","Bueiro Simples Tubular de Concreto","12,6","0,6","-20.71509127","-48.99358084","-20.71516051","-48.99349542"
"DR 14","Bueiro","SPD 462/322","0,696","Bueiro Simples Tubular de Concreto","17,8","0,6","-20.5846","-48.9624","-20.5845","-48.9625"
"DR 14","Bueiro","SPD 098/425","0,700","Bueiro Simples Tubular de Concreto","21,1","0,6","-20.52989715","-48.59583879","-20.52972977","-48.59563306"
"DR 14","Bueiro","SPD 061/425","0,708","Bueiro Simples Tubular de Concreto","23","1","-20.33924682","-48.30763436","-20.33932081","-48.30774717"
"DR 14","Bueiro","SPD 061/425","0,709","Bueiro Simples Tubular de Concreto","33,5","1","-20.33932081","-48.30774717","-20.33951801","-48.30809502"
"DR 14","Bueiro","SPD 498/322","0,710","Bueiro Simples Tubular de Concreto","20","0,8","-20.3334","-49.1956","-20.3335","-49.1958"
"DR 14","Bueiro","SPD 061/425","0,717","Bueiro Simples Tubular de Concreto","26,2","1","-20.3395453","-48.30807162","-20.33938839","-48.30779782"
"DR 14","Bueiro","SPD 061/425","0,718","Bueiro Simples Tubular de Concreto","33","1","-20.33938839","-48.30779782","-20.33917882","-48.30755502"
"DR 14","Bueiro","SPD 028/385","0,720","Bueiro Simples Tubular de Concreto","18,1","0,6","-20.185","-47.9957","-20.185","-47.996"
"DR 14","Bueiro","SPD 136/425","0,720","Bueiro Simples Tubular de Concreto","14,6","0,8","-20.6841","-48.905","-20.6841","-48.9052"
"DR 14","Bueiro","SPD 098/425","0,721","Bueiro Simples Tubular de Concreto","14,4","0,6","-20.52989162","-48.59580151","-20.5299391","-48.59597868"
"DR 14","Bueiro","SPD 136/425","0,721","Bueiro Simples Tubular de Concreto","15,3","0,6","-20.68457083","-48.90356522","-20.68444833","-48.90340644"
"DR 14","Bueiro","SPD 497/322","0,726","Bueiro Simples Tubular de Concreto","18,4","0,8","-20.3381","-49.188","-20.3379","-49.1879"
"DR 14","Bueiro","SPD 497/322","0,727","Bueiro Simples Tubular de Concreto","19,7","0,8","-20.338","-49.188","-20.3378","-49.1877"
"DR 14","Bueiro","SPD 518/322","0,732","Bueiro Simples Tubular de Concreto","16","0,8","-20.2038","-49.303","-20.2039","-49.3029"
"DR 14","Bueiro","SPD 136/425","0,744","Bueiro Simples Tubular de Concreto","13","0,6","-20.6842","-48.9055","-20.684","-48.9056"
"DR 14","Bueiro","SPD 098/425","0,746","Bueiro Simples Tubular de Concreto","23","0,6","-20.53031729","-48.59587405","-20.53016952","-48.5960832"
"DR 14","Bueiro","SPD 518/322","0,748","Bueiro Simples Tubular de Concreto","35","0,8","-20.2038","-49.303","-20.2035","-49.303"
"DR 14","Bueiro","SPD 136/425","0,749","Bueiro Simples Tubular de Concreto","19,9","0,6","-20.6842854","-48.90409084","-20.68426292","-48.90385802"
"DR 14","Bueiro","SPD 436/326","0,750","Bueiro Simples Tubular de Concreto","22,1","0,6","-20.44791673","-48.62255436","-20.44767515","-48.6224826"
"DR 14","Bueiro","SPD 146/425","0,756","Bueiro Simples Tubular de Concreto","15,6","0,6","-20.71531077","-48.99442986","-20.71526603","-48.99424237"
