"Regional","Elemento","Rodovia","KM","Tipo","Extensão (m)","Dimensão (m)","Latitude montante","Longitude montante","Latitude jusante","Longitude jusante"
"DR 05","Bueiro","SPA 055/193","6,860","Bueiro Simples Tubular de Concreto","16","0,8","-24.9736","-48.004","-24.9737","-48.0039"
"DR 05","Bueiro","SP 165","6,900","Bueiro Simples Tubular de Concreto","15","1","-24.2829","-47.695","-24.2829","-47.6949"
"DR 05","Bueiro","SPA 552/230","6,900","Bueiro Simples Tubular de Concreto","24","0,8","-24.9143","-48.4681","-24.9142","-48.4677"
"DR 05","Bueiro","SP 193","6,940","Bueiro Simples Tubular de Concreto","15","1","-24.5802","-48.108","-24.5802","-48.1079"
"DR 05","Bueiro","SPA 050/193","6,950","Bueiro Simples Tubular de Concreto","11","0,4","-24.8566","-48.0193","-24.8567","-48.01943"
"DR 05","Bueiro","SPA 552/230","6,990","Bueiro Simples Tubular de Concreto","18","1","-24.9128","-48.468","-24.9128","-48.4678"
"DR 05","Bueiro","SPA 050/193","7,000","Bueiro Simples Tubular de Concreto","10","0,6","-24.8664","-48.0198","-24.8664","-48.0198"
"DR 05","Bueiro","SP 193","7,060","Bueiro Simples Tubular de Concreto","18","1","-24.5812","-48.1075","-24.5811","-48.1074"
"DR 05","Bueiro","SPA 552/230","7,070","Bueiro Simples Tubular de Concreto","18","0,8","-24.912","-48.4682","-24.912","-48.4681"
"DR 05","Bueiro","SPA 050/193","7,080","Bueiro Simples Tubular de Concreto","9","0,8","-24.856","-48.0203","-24.8561","-48.0203"
"DR 05","Bueiro","SP 165","7,100","Bueiro Simples Tubular de Concreto","12","1","-24.2819","-47.6968","-24.2816","-47.6968"
"DR 05","Bueiro","SPA 050/193","7,150","Bueiro Simples Tubular de Concreto","10","0,4","-24.8555","-48.021","-24.8556","-48.0211"
"DR 05","Bueiro","SPA 055/193","7,150","Bueiro Simples Tubular de Concreto","13","0,8","-24.9765","-48.0046","-24.9766","-48.0045"
"DR 05","Bueiro","SP 222","7,150","Bueiro Simples Tubular de Concreto","25","0","24.3669","47.4946","24.3667","47.4946"
"DR 05","Bueiro","SPA 552/230","7,240","Bueiro Simples Tubular de Concreto","26","0,8","-24.9105","-48.4685","-24.9106","-48.4684"
"DR 05","Bueiro","SP 222","7,320","Bueiro Simples Tubular de Concreto","21","0,8","24.3683","47.4945","24.3682","47.4948"
"DR 05","Bueiro","SPA 459/230","7,350","Bueiro Simples Tubular de Concreto","12","0,8","-24.66515","-47.8853","-24.66522","-47.88523"
"DR 05","Bueiro","SPA 552/230","7,380","Bueiro Simples Tubular de Concreto","16","0,8","-24.9094","-48.4688","-24.9094","-48.4687"
"DR 05","Bueiro","SPA 459/230","7,400","Bueiro Simples Tubular de Concreto","10","0,3","-24.66572","-47.88547","-24.66582","-47.88554"
"DR 05","Bueiro","SPA 459/230","7,400","Bueiro Simples Tubular de Concreto","19","0,3","-24.66568","-47.88556","-24.66585","-47.88565"
"DR 05","Bueiro","SPA 050/193","7,450","Bueiro Simples Tubular de Concreto","15","0,6","-24.8534","-48.0223","-24.8535","-48.0224"
"DR 05","Bueiro","SPA 552/230","7,450","Bueiro Simples Tubular de Concreto","20","1","-24.9089","-48.4686","-24.909","-48.4685"
"DR 05","Bueiro","SPA 050/193","7,550","Bueiro Simples Tubular de Concreto","14","0,6","-24.8527","-48.0226","-24.8528","-48.0226"
"DR 05","Bueiro","SP 165","7,600","Bueiro Simples Tubular de Concreto","35","0","-24.28117","-47.7017","-24.28097","-47.70157"
"DR 05","Bueiro","SP 222","7,600","Bueiro Simples Tubular de Concreto","24","0,8","24.3706","47.4931","24.3706","47.4944"
"DR 05","Bueiro","SP 193","7,640","Bueiro Simples Tubular de Concreto","21","1","-24.5858","-48.105","-24.5858","-48.1049"
"DR 05","Bueiro","SPA 552/230","7,660","Bueiro Simples Tubular de Concreto","20","0,8","-24.9079","-48.4678","-24.9079","-48.4677"
"DR 05","Bueiro","SPA 552/230","7,700","Bueiro Simples Tubular de Concreto","16","1","-24.9073","-48.4673","-24.9074","-48.4671"
"DR 05","Bueiro","SP 193","7,780","Bueiro Simples Tubular de Concreto","21","0,6","-24.5875","-48.1042","-24.5875","-48.1038"
"DR 05","Bueiro","SP 222","7,800","Bueiro Simples Tubular de Concreto","16","0,8","-24.3722","-47.4923","-24.3722","-47.4921"
"DR 05","Bueiro","SPA 552/230","7,840","Bueiro Simples Tubular de Concreto","16","1","-24.9066","-48.4669","-24.9066","-48.4667"
"DR 05","Bueiro","SPA 459/230","7,880","Bueiro Simples Tubular de Concreto","13","0,3","-24.6691","-47.88709","-24.66911","-47.88701"
"DR 05","Bueiro","SPA 055/193","7,890","Bueiro Simples Tubular de Concreto","14","0,8","-24.982","-48.0073","-24.9821","-48.0073"
"DR 05","Bueiro","SPA 552/230","7,900","Bueiro Simples Tubular de Concreto","16","1","-24.906","-48.4669","-24.906","-48.4667"
"DR 05","Bueiro","SP 193","7,960","Bueiro Simples Tubular de Concreto","15","1","-24.5888","-48.1035","-24.5887","-48.1034"
"DR 05","Bueiro","SPA 055/193","8,030","Bueiro Simples Tubular de Concreto","16","0,8","-24.983","-48.0084","-24.983","-48.0083"
"DR 05","Bueiro","SP 193","8,100","Bueiro Simples Tubular de Concreto","20","1","-24.5902","-48.1027","-24.5902","-48.1025"
"DR 05","Bueiro","SP 222","8,100","Bueiro Simples Tubular de Concreto","28","1","-24.3744","-47.4923","-24.3748","-47.4921"
"DR 05","Bueiro","SPA 055/193","8,120","Bueiro Simples Tubular de Concreto","14","1","-24.984","-47.0096","-24.984","-48.0095"
"DR 05","Bueiro","SPA 552/230","8,140","Bueiro Simples Tubular de Concreto","28","1","-24.904","-48.4671","-24.904","-48.4669"
"DR 05","Bueiro","SPA 552/230","8,310","Bueiro Simples Tubular de Concreto","15","0,8","-24.9026","-48.4674","-24.9025","-48.4675"
"DR 05","Bueiro","SP 139","8,520","Bueiro Simples Tubular de Concreto","19","1","-24.437","-47.8638","-24.437","-47.8636"
"DR 05","Bueiro","SPA 552/230","8,530","Bueiro Simples Tubular de Concreto","16","0,8","-24.9012","-48.469","-24.9011","-48.4689"
"DR 05","Bueiro","SPA 055/193","8,580","Bueiro Simples Tubular de Concreto","13","1","-24.987","-48.0128","-24.987","-48.0127"
"DR 05","Bueiro","SP 222","8,600","Bueiro Simples Tubular de Concreto","13","0,8","-24.3774","-47.4948","-24.3776","-47.4948"
"DR 05","Bueiro","SP 222","8,700","Bueiro Duplo Tubular de Concreto","18","1","-24.3776","-47.4967","-24.3778","-47.4967"
"DR 05","Bueiro","SP 139","8,750","Bueiro Simples Tubular de Concreto","26,4","1","-24.4351","-47.8649","-24.4352","-47.8646"
"DR 05","Bueiro","SPA 459/230","8,800","Bueiro Simples Tubular de Concreto","8","0,3","-24.67678","-47.88854","-24.97691","-47.88851"
"DR 05","Bueiro","SPA 459/230","8,880","Bueiro Simples Tubular de Concreto","13","0,3","-24.67814","-47.88819","-24.67818","-47.88807"
"DR 05","Bueiro","SPA 552/230","8,880","Bueiro Simples Tubular de Concreto","24","0,8","-24.899","-47.4714","-24.899","-48.4713"
"DR 05","Bueiro","SP 222","8,900","Bueiro Simples Tubular de Concreto","30","1","24.3779","47.4982","24.378","47.4983"
"DR 05","Bueiro","SPA 055/193","8,950","Bueiro Simples Tubular de Concreto","12","0,8","-24.99","-48.0162","-24.9901","-48.0161"
"DR 05","Bueiro","SP 193","8,960","Bueiro Simples Tubular de Concreto","25","1","-24.5968","-48.0992","-24.5967","-48.0991"
"DR 05","Bueiro","SP 222","9,050","Bueiro Simples Tubular de Concreto","20","0,8","-24.3786","-47.4994","-24.3788","-47.4994"
"DR 05","Bueiro","SP 222","9,150","Bueiro Simples Tubular de Concreto","15","0,8","-24.3793","-47.5003","-24.3794","-47.5003"
"DR 05","Bueiro","SP 193","9,200","Bueiro Simples Tubular de Concreto","15","0,8","-24.599","-48.098","-24.5989","-48.0979"
"DR 05","Bueiro","SPA 459/230","9,200","Bueiro Simples Tubular de Concreto","10,5","0,4","-24.68125","-47.88791","-24.68134","-47.88786"
"DR 05","Bueiro","SP 165","9,320","Bueiro Simples Tubular de Concreto","28","0,6","-24.2767","-47.7177","-24.2765","-47.7176"
"DR 05","Bueiro","SP 193","9,340","Bueiro Simples Tubular de Concreto","20","1","-24.592","-48.1017","-24.592","-48.1016"
"DR 05","Bueiro","SP 193","9,350","Bueiro Simples Tubular de Concreto","15","0,8","-24.6006","-48.0973","-24.6006","-48.0971"
"DR 05","Bueiro","SP 222","9,400","Bueiro Simples Tubular de Concreto","20","0,8","-24.3801","-47.5022","-24.3803","-47.5025"
"DR 05","Bueiro","SPA 552/230","9,400","Bueiro Simples Tubular de Concreto","16","0,8","-24.8981","-48.4751","-24.8981","-48.475"
"DR 05","Bueiro","SP 193","9,640","Bueiro Simples Tubular de Concreto","18","0,8","-24.6029","-48.0966","-24.6028","-48.0967"
"DR 05","Bueiro","SPA 552/230","9,730","Bueiro Simples Tubular de Concreto","18","0,8","-24.897","-48.4775","-24.8969","-48.4774"
"DR 05","Bueiro","SP 222","9,800","Bueiro Simples Tubular de Concreto","20","0,8","-24.3813","-47.5051","-24.3815","-47.5053"
"DR 05","Bueiro","SPA 459/230","9,800","Bueiro Simples Tubular de Concreto","14","0,8","-24.68509","-47.89004","-24.68497","-47.88995"
"DR 05","Bueiro","SP 222","9,900","Bueiro Simples Tubular de Concreto","25","1","-24.3814","-47.5071","-24.3817","-47.5068"
"DR 05","Bueiro","SPA 552/230","9,960","Bueiro Duplo Tubular de Concreto","24","1","-24.8955","-48.4791","-24.8954","-48.4788"
"DR 05","Bueiro","SP 139","10,020","Bueiro Simples Tubular de Concreto","37","0,8","-24.4252","-47.8713","-24.425","-47.8712"
"DR 05","Bueiro","SP 165","10,200","Bueiro Simples Tubular de Concreto","28","1","-24.27907","-47.72568","-24.2789","-47.72578"
"DR 05","Bueiro","SPA 552/230","10,360","Bueiro Simples Tubular de Concreto","20","1","-24.892","-48.4802","-24.892","-48.4801"
"DR 05","Bueiro","SP 193","10,360","Bueiro Simples Tubular de Concreto","30","1","-24.6088","-48.0956","-24.6089","-48.0958"
"DR 05","Bueiro","SPA 552/230","10,400","Bueiro Simples Tubular de Concreto","14","0,8","-24.8916","-48.4803","-24.8916","-48.4801"
"DR 05","Bueiro","SPA 459/230","10,400","Bueiro Simples Tubular de Concreto","14","0,8","-24.69107","-47.89039","-24.69095","-47.8905"
"DR 05","Bueiro","SPA 055/193","10,450","Bueiro Simples Tubular de Concreto","14","0,6","-24.9955","-48.0282","-24.9955","-48.0281"
"DR 05","Bueiro","SP 139","10,450","Bueiro Simples Tubular de Concreto","12","0,4","-24.42147","-47.87236","-24.42149","-47.87229"
"DR 05","Bueiro","SP 139","10,450","Bueiro Simples Tubular de Concreto","16","0,4","-24.42149","-47.87227","-24.42149","-47.87211"
"DR 05","Bueiro","SPA 552/230","10,520","Bueiro Simples Tubular de Concreto","16","0,8","-24.8906","-48.4807","-24.8905","-48.4806"
"DR 05","Bueiro","SP 139","10,560","Bueiro Simples Tubular de Concreto","17","0,6","-24.42056","-47.87239","-24.42051","-47.87225"
"DR 05","Bueiro","SP 193","10,560","Bueiro Simples Tubular de Concreto","20","1","-24.6108","-48.0946","-24.6108","-48.0948"
"DR 05","Bueiro","SPA 552/230","10,670","Bueiro Simples Tubular de Concreto","16","0,8","-24.8898","-48.4818","-24.8897","-48.4818"
"DR 05","Bueiro","SPA 055/193","10,800","Bueiro Simples Tubular de Concreto","14","0,8","-24.9957","-48.0312","-24.9958","-48.0313"
"DR 05","Bueiro","SP 222","10,900","Bueiro Simples Tubular de Concreto","90","0,8","-24.3795","-47.5167","-24.3796","-47.517"
"DR 05","Bueiro","SPA 552/230","10,930","Bueiro Simples Tubular de Concreto","18","0,8","-24.8883","-48.4837","-24.8883","-48.4836"
"DR 05","Bueiro","SP 193","10,990","Bueiro Simples Tubular de Concreto","15","0,8","-24.6134","-48.0992","-24.6135","-48.0923"
"DR 05","Bueiro","SP 139","11,100","Bueiro Simples Tubular de Concreto","20","1","-24.4163","-47.8748","-24.4163","-47.875"
"DR 05","Bueiro","SPA 552/230","11,110","Bueiro Simples Tubular de Concreto","20","1","-24.8869","-48.4846","-24.8869","-48.4844"
"DR 05","Bueiro","SPA 055/193","11,150","Bueiro Simples Tubular de Concreto","12","0,6","-24.996","-48.0347","-24.9961","-48.0347"
"DR 05","Bueiro","SPA 459/230","11,160","Bueiro Simples Tubular de Concreto","12","0,8","-24.69756","-47.89048","-24.69754","-47.89037"
"DR 05","Bueiro","SPA 459/230","11,200","Bueiro Simples Tubular de Concreto","12","0,8","-24.69778","-47.89055","-24.69785","-47.89049"
"DR 05","Bueiro","SPA 055/193","11,280","Bueiro Simples Tubular de Concreto","13","0,8","-24.9961","-48.0361","-24.9962","-48.0361"
"DR 05","Bueiro","SP 222","11,300","Bueiro Simples Tubular de Concreto","15","0,8","-24.8791","-47.5196","-24.3798","-47.5196"
"DR 05","Bueiro","SPA 552/230","11,360","Bueiro Simples Tubular de Concreto","24","1","-24.8848","-48.4857","-24.8849","-48.4854"
"DR 05","Bueiro","SP 193","11,400","Bueiro Duplo Celular de Concreto","15","1,5","-24.6161","-48.0888","-24.6161","-48.0887"
"DR 05","Bueiro","SPA 459/230","11,400","Bueiro Simples Tubular de Concreto","13","0,8","-24.69983","-47.89098","-24.69977","-47.89103"
"DR 05","Bueiro","SPA 552/230","11,500","Bueiro Simples Tubular de Concreto","16","0,8","-24.8836","-48.4859","-24.8836","-48.4857"
"DR 05","Bueiro","SPA 552/230","11,580","Bueiro Simples Tubular de Concreto","16","0,8","-24.8828","-48.4859","-24.883","-48.4858"
"DR 05","Bueiro","SPA 055/193","11,600","Bueiro Simples Tubular de Concreto","12","0,8","-24.9964","-48.0391","-24.9965","-48.0391"
"DR 05","Bueiro","SP 193","11,640","Bueiro Simples Tubular de Concreto","6,35","0,6","-24.6169","-48.088","-24.6168","-48.088"
"DR 05","Bueiro","SPA 552/230","11,750","Bueiro Simples Tubular de Concreto","16","0,8","-24.8816","-48.4853","-24.8816","-48.4852"
"DR 05","Bueiro","SPA 055/193","11,750","Bueiro Simples Tubular de Concreto","12","0,6","-24.9966","-48.0407","-24.9967","-48.0407"
"DR 05","Bueiro","SP 139","11,780","Bueiro Duplo Tubular de Concreto","31","1","-24.4112","-47.8785","-24.4111","-47.8783"
"DR 05","Bueiro","SP 193","11,800","Bueiro Simples Tubular de Concreto","15","0,6","-24.6176","-48.0852","-24.6175","-48.0851"
"DR 05","Bueiro","SPA 552/230","11,850","Bueiro Simples Tubular de Concreto","15","0,4","-24.8809","-48.4845","-24.881","-48.4844"
"DR 05","Bueiro","SPA 459/230","11,850","Bueiro Simples Celular de Concreto","10,5","2","-24.70345","-47.89181","-24.70352","-47.89174"
"DR 05","Bueiro","SPA 055/193","11,900","Bueiro Simples Tubular de Concreto","8","0,8","-24.9966","-48.0422","-24.9967","-48.0422"
"DR 05","Bueiro","SPA 055/193","12,000","Bueiro Simples Tubular de Concreto","16","0,8","-24.9968","-48.0434","-24.9969","-48.0435"
"DR 05","Bueiro","SP 193","12,000","Bueiro Simples Tubular de Concreto","15","0,8","-24.6176","-48.0833","-24.6176","-48.0833"
"DR 05","Bueiro","SPA 459/230","12,010","Bueiro Simples Tubular de Concreto","13","0,8","-24.7052","-47.89168","-24.70519","-47.89157"
"DR 05","Bueiro","SPA 055/193","12,200","Bueiro Simples Tubular de Concreto","12","0,8","-24.9969","-48.0456","-24.997","-48.0457"
"DR 05","Bueiro","SP 222","12,280","Bueiro Simples Tubular de Concreto","20","0,4","24.3857","47.5266","24.3858","47.5264"
"DR 05","Bueiro","SPA 055/193","12,400","Bueiro Simples Tubular de Concreto","13","0,8","-24.9967","-48.0473","-24.9969","-48.0473"
"DR 05","Bueiro","SPA 552/230","12,450","Bueiro Simples Tubular de Concreto","16","1","-24.8776","-48.4819","-24.8775","-48.482"
"DR 05","Bueiro","SPA 552/230","12,550","Bueiro Simples Tubular de Concreto","16","1","-24.8768","-48.4827","-24.8766","-48.4827"
"DR 05","Bueiro","SPA 055/193","12,700","Bueiro Simples Tubular de Concreto","14","0,8","-24.9973","-48.05","-24.9974","-48.0499"
"DR 05","Bueiro","SPA 552/230","12,710","Bueiro Simples Tubular de Concreto","22","0,8","-24.8752","-48.4843","-24.875","-48.4843"
"DR 05","Bueiro","SPA 055/193","12,800","Bueiro Simples Tubular de Concreto","14","0,4","-24.9974","-48.0509","-24.9975","-48.0509"
"DR 05","Bueiro","SPA 055/193","12,850","Bueiro Simples Tubular de Concreto","12","0,8","-24.9975","-48.0516","-24.9976","-48.0516"
"DR 05","Bueiro","SP 165","12,900","Bueiro Simples Tubular de Concreto","22","0","-24.29876","-47.73584","-24.29885","-47.73603"
"DR 05","Bueiro","SP 193","12,970","Bueiro Simples Tubular de Concreto","15","1,5","-24.6199","-48.0728","-24.6197","-48.0728"
"DR 05","Bueiro","SP 222","13,050","Bueiro Duplo Tubular Metálico","32","2","-24.3918","-47.5285","-24.3917","-47.5282"
"DR 05","Bueiro","SP 226","13,100","Bueiro Duplo Celular de Concreto","32","2,5","-24.74843","47.89016","24.74838","-47.89031"
"DR 05","Bueiro","SP 193","13,130","Bueiro Simples Tubular de Concreto","15","1","-24.6206","-48.0711","-24.6205","-48.071"
"DR 05","Bueiro","SPA 552/230","13,380","Bueiro Simples Tubular de Concreto","12","1","-24.8705","-48.4844","-24.8706","-48.4844"
"DR 05","Bueiro","SP 193","13,520","Bueiro Simples Tubular de Concreto","20","1","-24.6215","-48.0682","-24.6215","-48.0681"
"DR 05","Bueiro","SPA 552/230","13,570","Bueiro Simples Tubular de Concreto","18","1","-24.8689","-48.4838","-24.869","-48.4837"
"DR 05","Bueiro","SPA 552/230","13,650","Bueiro Simples Tubular de Concreto","16","0,8","-24.8683","-48.4837","-24.8683","-48.4836"
"DR 05","Bueiro","SP 226","13,700","Bueiro Simples Tubular de Concreto","16","0,8","-24.75379","-47.88949","-24.75379","-47.88932"
"DR 05","Bueiro","SP 139","13,730","Bueiro Duplo Tubular de Concreto","32","1,5","-24.3951","-47.8884","-24.3949","-47.8879"
"DR 05","Bueiro","SP 165","13,750","Bueiro Simples Tubular de Concreto","18","0,8","-24.298","-47.7433","-24.2979","-47.7432"
"DR 05","Bueiro","SPA 552/230","13,770","Bueiro Simples Tubular de Concreto","14","1","-24.8674","-48.4831","-24.8675","-48.4831"
"DR 05","Bueiro","SPA 552/230","13,900","Bueiro Simples Tubular de Concreto","14","1","-24.8667","-48.4819","-24.8669","-48.4819"
"DR 05","Bueiro","SP 222","13,900","Bueiro Simples Tubular de Concreto","24","1","24.3988","47.5274","24.3988","47.5271"
"DR 05","Bueiro","SP 139","14,010","Bueiro Simples Tubular de Concreto","28,6","1","-24.3938","-47.8895","-24.3935","-47.8895"
"DR 05","Bueiro","SP 165","14,020","Bueiro Simples Tubular de Concreto","23","1","-24.29672","-47.74554","-24.29658","-47.74547"
"DR 05","Bueiro","SP 139","14,040","Bueiro Simples Tubular Metálico","32","2","-24.3936","-47.8899","-24.3934","-47.8898"
"DR 05","Bueiro","SPA 552/230","14,100","Bueiro Simples Tubular de Concreto","14","0,8","-24.8661","-48.4812","-24.866","-48.4812"
"DR 05","Bueiro","SP 222","14,190","Bueiro Simples Tubular de Concreto","18","0,6","24.401","47.5282","24.4012","47.5281"
"DR 05","Bueiro","SPA 552/230","14,300","Bueiro Simples Tubular de Concreto","16","1","-24.865","-48.4831","-24.8649","-48.4831"
"DR 05","Bueiro","SP 226","14,500","Bueiro Simples Tubular de Concreto","32","0,8","-24.76078","-47.88816","-24.76067","-47.88805"
"DR 05","Bueiro","SP 222","14,500","Bueiro Simples Tubular de Concreto","19","1","24.4033","47.5301","24.4034","47.5299"
"DR 05","Bueiro","SPA 552/230","14,580","Bueiro Simples Tubular de Concreto","16","1","-24.8652","-48.4854","-24.8651","-48.4854"
"DR 05","Bueiro","SPA 552/230","14,680","Bueiro Simples Tubular de Concreto","24","1","-24.8645","-48.4862","-24.8644","-48.4862"
"DR 05","Bueiro","SPA 552/230","14,800","Bueiro Simples Tubular de Concreto","16","1","-24.8631","-48.487","-24.8631","-48.487"
"DR 05","Bueiro","SP 139","14,800","Bueiro Duplo Tubular de Concreto","25,5","1,5","-24.3948","-47.8966","-24.3946","-47.8967"
"DR 05","Bueiro","SPA 552/230","15,030","Bueiro Simples Tubular de Concreto","16","1","-24.8614","-48.4862","-24.8614","-48.4862"
"DR 05","Bueiro","SP 165","15,050","Bueiro Simples Tubular de Concreto","30","0,8","-24.2964","-47.7566","-24.2963","-47.7566"
"DR 05","Bueiro","SP 193","15,060","Bueiro Simples Celular de Concreto","18","2","-24.6253","-48.0542","-24.6252","-48.0541"
"DR 05","Bueiro","SP 222","15,100","Bueiro Simples Tubular de Concreto","22","0,6","-24.4084","-47.534","-24.4085","-47.5339"
"DR 05","Bueiro","SPA 552/230","15,230","Bueiro Simples Tubular de Concreto","20","0,8","-24.8601","-48.4857","-24.8601","-48.4857"
"DR 05","Bueiro","SP 139","15,430","Bueiro Simples Celular de Concreto","25","1,5","-24.3982","-47.90365","-24.39798","-47.90362"
"DR 05","Bueiro","SPA 552/230","15,470","Bueiro Triplo Tubular de Concreto","36","1","-24.8582","-48.4867","-24.858","-48.4866"
"DR 05","Bueiro","SP 222","15,500","Bueiro Simples Tubular de Concreto","18","1","-24.4112","-47.5361","-24.4113","-47.536"
"DR 05","Bueiro","SPA 552/230","15,610","Bueiro Simples Tubular de Concreto","16","1","-24.8571","-48.4866","-24.8571","-48.4866"
"DR 05","Bueiro","SPA 552/230","15,740","Bueiro Simples Tubular de Concreto","18","1","-24.8559","-48.487","-24.8559","-48.4869"
"DR 05","Bueiro","SP 222","15,750","Bueiro Duplo Tubular Metálico","16","2","-24.4127","-47.5372","-24.4128","-47.587"
"DR 05","Bueiro","SP 193","15,750","Bueiro Simples Tubular de Concreto","18","1","-24.6253","-48.0542","-24.6252","-48.0541"
"DR 05","Bueiro","SPA 552/230","15,860","Bueiro Simples Tubular de Concreto","14","1","-24.8551","-48.4862","-24.8551","-48.4862"
"DR 05","Bueiro","SPA 552/230","15,950","Bueiro Simples Tubular de Concreto","18","1","-24.8546","-48.4851","-24.8547","-48.485"
"DR 05","Bueiro","SPA 552/230","16,100","Bueiro Simples Tubular de Concreto","18","1","-24.8548","-48.484","-24.8549","-48.484"
"DR 05","Bueiro","SP 165","16,200","Bueiro Simples Tubular de Concreto","18","0","-24.29684","-47.76618","-24.2967","-47.76623"
"DR 05","Bueiro","SPA 552/230","16,300","Bueiro Simples Tubular de Concreto","14","1","-24.8542","-48.4818","-24.8542","-48.4818"
"DR 05","Bueiro","SP 193","16,300","Bueiro Simples Tubular de Concreto","25","1","-24.6328","-48.0469","-24.6328","-48.0468"
"DR 05","Bueiro","SPA 552/230","16,450","Bueiro Simples Tubular de Concreto","14","1","-24.8531","-48.4811","-24.853","-48.481"
"DR 05","Bueiro","SP 222","16,600","Bueiro Simples Tubular de Concreto","25","0,8","-24.4189","-47.5417","-24.419","-47.5416"
"DR 05","Bueiro","SPA 552/230","16,630","Bueiro Simples Tubular de Concreto","17","1","-24.8523","-48.4821","-24.8522","-48.4821"
"DR 05","Bueiro","SPA 552/230","16,800","Bueiro Simples Tubular de Concreto","18","1","-24.8509","-48.4831","-24.8508","-48.483"
"DR 05","Bueiro","SPA 552/230","17,000","Bueiro Simples Tubular de Concreto","14","1","-24.8497","-48.4835","-24.8496","-48.4834"
"DR 05","Bueiro","SPA 552/230","17,120","Bueiro Simples Tubular de Concreto","16","1","-24.8485","-48.4849","-24.8484","-48.4848"
"DR 05","Bueiro","SPA 552/230","17,310","Bueiro Duplo Tubular de Concreto","20","1","-24.8472","-48.4862","-24.8472","-48.4861"
"DR 05","Bueiro","SPA 552/230","17,400","Bueiro Simples Tubular de Concreto","14","0,8","-24.8466","-48.487","-24.8465","-48.4867"
"DR 05","Bueiro","SP 165","17,500","Bueiro Simples Tubular de Concreto","15","0,4","-24.29772","-47.77796","-24.29772","-47.77806"
"DR 05","Bueiro","SPA 552/230","17,540","Bueiro Simples Tubular de Concreto","16","0,8","-24.8456","-48.4871","-24.8455","-48.4871"
"DR 05","Bueiro","SPA 552/230","17,614","Bueiro Simples Tubular de Concreto","14","1","-24.8451","-48.4874","-24.8451","-48.4872"
"DR 05","Bueiro","SP 222","17,650","Bueiro Simples Tubular de Concreto","20","1","24.4271","47.5474","24.4271","47.5472"
"DR 05","Bueiro","SPA 552/230","17,670","Bueiro Simples Tubular de Concreto","18","0,8","-24.8441","-48.4874","-24.8442","-48.4873"
"DR 05","Bueiro","SP 226","17,680","Bueiro Simples Tubular de Concreto","20","0,8","-24.78677","-47.8881","-24.78689","-47.88804"
"DR 05","Bueiro","SPA 552/230","17,820","Bueiro Simples Tubular de Concreto","16","1,2","-24.8431","-48.4872","-24.8431","-48.487"
"DR 05","Bueiro","SPA 552/230","17,890","Bueiro Simples Tubular de Concreto","15","0,8","-24.8425","-48.4876","-24.8424","-48.4876"
"DR 05","Bueiro","SP 165","17,900","Bueiro Simples Tubular de Concreto","23","0","-24.29756","-47.78168","-24.29766","-47.78168"
"DR 05","Bueiro","SP 165","18,000","Bueiro Simples Tubular de Concreto","29","0,6","-24.29791","-47.78368","-24.2981","-47.78375"
"DR 05","Bueiro","SPA 552/230","18,020","Bueiro Simples Tubular de Concreto","15","1","-24.8417","-48.488","-24.8417","-48.4879"
"DR 05","Bueiro","SPA 552/230","18,070","Bueiro Simples Tubular de Concreto","15","0,8","-24.8413","-48.4883","-24.8412","-48.4881"
"DR 05","Bueiro","SP 226","18,100","Bueiro Simples Tubular de Concreto","30","0,8","-24.79013","-47.88939","-24.7901","-47.88949"
"DR 05","Bueiro","SPA 552/230","18,130","Bueiro Simples Tubular de Concreto","15","1","-24.8407","-48.4886","-24.8406","-48.4886"
"DR 05","Bueiro","SP 165","18,280","Bueiro Simples Tubular de Concreto","18","0","-24.29832","-47.78592","-24.29852","-47.78598"
"DR 05","Bueiro","SP 193","18,380","Bueiro Simples Tubular de Concreto","15","1","-24.6479","-48.0392","-24.6479","-48.0391"
"DR 05","Bueiro","SP 193","18,430","Bueiro Simples Tubular de Concreto","15","1","-24.6495","-48.038","-24.6495","-48.0381"
"DR 05","Bueiro","SPA 552/230","18,870","Bueiro Simples Tubular de Concreto","18","1,2","-24.8358","-48.4824","-24.8358","-48.4822"
"DR 05","Bueiro","SPA 552/230","19,015","Bueiro Simples Tubular de Concreto","15","1","-24.8342","-48.493","-24.8341","-48.4928"
"DR 05","Bueiro","SP 139","19,030","Bueiro Simples Tubular de Concreto","30,8","1","-24.3879","-47.9299","-24.3879","-47.9303"
"DR 05","Bueiro","SP 193","19,040","Bueiro Simples Tubular de Concreto","8,52","0,8","-24.6525","-48.035","-24.6525","-48.035"
"DR 05","Bueiro","SPA 552/230","19,060","Bueiro Simples Tubular de Concreto","18","1","-24.8335","-48.4933","-24.8334","-48.4932"
"DR 05","Bueiro","SP 139","19,100","Bueiro Simples Tubular de Concreto","6","0,4","-24.38713","-47.93053","-24.38722","-47.93051"
"DR 05","Bueiro","SPA 552/230","19,150","Bueiro Simples Tubular de Concreto","16","1,2","-24.8327","-48.4937","-24.8327","-48.4936"
"DR 05","Bueiro","SP 165","19,300","Bueiro Simples Tubular de Concreto","20","0","-24.29988","-47.79393","-24.30003","-47.79405"
"DR 05","Bueiro","SPA 552/230","19,310","Bueiro Simples Tubular de Concreto","18","1","-24.8318","-48.4947","-24.8317","-48.4945"
"DR 05","Bueiro","SPA 552/230","19,500","Bueiro Duplo Tubular de Concreto","24","1","-24.8312","-48.4957","-24.8311","-48.4955"
